0;#;FORM;LEMMA;GRAM;FEAT;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;AUTO_FEAT;RIGHT_Lemma
40834;;я;я;SPRO;sg,1p=nom;;;  Давай я  тебе ... ;я;;;;;;;я;SPRO;_;я
40835;"<distinct form=""те""></distinct>";;;;_;;;;;;;;;;;;;;
40836;;тебе;ты;SPRO;sg,2p=dat;;;Давай я  тебе ...  либо в;е;б;е;т;;;;ты;SPRO;_;ы
40837;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
40838;;либо;либо;CONJ;_;;; тебе ...  либо в алюминии , ;о;б;и;л;;;;либо;CONJ;_;о
40839;;в;в;PR;_;;;тебе ...  либо в алюминии ,  либо;в;;;;;;;в;PR;_;в
40840;;алюминии;алюминий;S;m,inan=loc,sg;;;...  либо в алюминии ,  либо в;и;и;н;и;м;ю;;алюминий;S;_;й
40841;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40842;;либо;либо;CONJ;_;;;в алюминии ,  либо в пластик . ;о;б;и;л;;;;либо;CONJ;_;о
40843;;в;в;PR;_;;;алюминии ,  либо в пластик .  ;в;;;;;;;в;PR;_;в
40844;;пластик;пластик;S;m,inan=acc,sg;;;,  либо в пластик .   ;к;и;т;с;а;л;;пластик;S;_;к
40845;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40846;;;;;;;;;;;;;;;;;;;
40847;# sent_id = 87;;;;_;;;;;;;;;;;;;;
40848;;Что;что;CONJ;_;;;.    Что  тебе лучше;о;т;Ч;;;;;что;SPRO;_;о
40849;"<distinct form=""тее""></distinct>";;;;_;;;;;;;;;;;;;;
40850;;тебе;ты;SPRO;sg,2p=dat;;; Что  тебе лучше ? ;е;б;е;т;;;;ты;SPRO;_;ы
40851;;лучше;хорошо;PRAEDIC;comp;;;Что  тебе лучше ?  ;е;ш;ч;у;л;;;хорошо;ADV;_;о
40852;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40853;;;;;_;;;;;;;;;;;;;;
40854;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=18m19s;;;;_;;;;;;;;;;;;;;
40855;;;;;_;;;;;;;;;;;;;;
40856;</speech>;;;;_;;;;;;;;;;;;;;
40857;;;;;_;;;;;;;;;;;;;;
40858;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40859;;В;в;PR;_;;;   В алюминии . ;В;;;;;;;в;PR;_;в
40860;;алюминии;алюминий;S;m,inan=loc,sg;;;  В алюминии .  ;и;и;н;и;м;ю;;алюминий;S;_;й
40861;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40862;;;;;_;;;;;;;;;;;;;;
40863;</speech>;;;;_;;;;;;;;;;;;;;
40864;;;;;_;;;;;;;;;;;;;;
40865;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40866;;Выбирай;выбирать;V;sg,imper,2p,ipf,tran;;;   Выбирай .  ;й;а;р;и;б;ы;;выбирать;V;_;ь
40867;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40868;;;;;_;;;;;;;;;;;;;;
40869;</speech>;;;;_;;;;;;;;;;;;;;
40870;;;;;_;;;;;;;;;;;;;;
40871;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40872;;В;в;PR;_;;;   В алюминии . ;В;;;;;;;в;PR;_;в
40873;;алюминии;алюминий;S;m,inan=loc,sg;;;  В алюминии .  ;и;и;н;и;м;ю;;алюминий;S;_;й
40874;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40875;;;;;_;;;;;;;;;;;;;;
40876;</speech>;;;;_;;;;;;;;;;;;;;
40877;;;;;_;;;;;;;;;;;;;;
40878;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40879;;В;в;PR;_;;;   В алюминии все-таки , ;В;;;;;;;в;PR;_;в
40880;;алюминии;алюминий;S;m,inan=loc,sg;;;  В алюминии все-таки ,  да;и;и;н;и;м;ю;;алюминий;S;_;й
40881;;все-таки;все-таки;PART;_;;; В алюминии все-таки ,  да ?;и;к;а;т;-;е;;все-таки;PART;_;и
40882;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40883;;да;да;PART;_;;;алюминии все-таки ,  да ?  ;а;д;;;;;;да;PART;_;а
40884;;?;?;PUNCT;_;;;;;;;;;;;?;PUNCT;_;
40885;;;;;_;;;;;;;;;;;;;;
40886;</speech>;;;;_;;;;;;;;;;;;;;
40887;;;;;_;;;;;;;;;;;;;;
40888;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40889;;Да;да;PART;_;;;   Да .  ;а;Д;;;;;;да;PART;_;а
40890;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40891;;;;;_;;;;;;;;;;;;;;
40892;</speech>;;;;_;;;;;;;;;;;;;;
40893;;;;;_;;;;;;;;;;;;;;
40894;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40895;;Ну;ну;PART;_;;;   Ну давай ,  пойду;у;Н;;;;;;ну;PART;_;у
40896;;давай;давать;V;tran=sg,imper,2p,ipf;;;  Ну давай ,  пойду переложу;й;а;в;а;д;;;давать;V;_;ь
40897;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40898;;пойду;пойти;V;pf,intr=fut,sg,indic,1p;;;Ну давай ,  пойду переложу .  ;у;д;й;о;п;;;пойти;V;_;и
40899;;переложу;переложить;V;fut,sg,indic,1p,pf,tran;;;давай ,  пойду переложу .   ;у;ж;о;л;е;р;;переложить;V;_;ь
40900;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40901;;;;;_;;;;;;;;;;;;;;
40902;</speech>;;;;_;;;;;;;;;;;;;;
40903;;;;;_;;;;;;;;;;;;;;
40904;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
40905;;Хе;Хе;INTJ;_;;;   Хе .  ;е;Х;;;;;;Хе;INTJ;_;е
40906;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
40907;;;;;_;;;;;;;;;;;;;;
40908;</speech>;;;;_;;;;;;;;;;;;;;
40909;;;;;_;;;;;;;;;;;;;;
40910;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40911;;Ха-ха;ха-ха;INTJ;_;;;   Ха-ха .   ;а;х;-;а;Х;;;ха-ха;INTJ;_;а
40912;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40913;;;;;_;;;;;;;;;;;;;;
40914;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=18m27s;;;;_;;;;;;;;;;;;;;
40915;;;;;_;;;;;;;;;;;;;;
40916;</speech>;;;;_;;;;;;;;;;;;;;
40917;;;;;_;;;;;;;;;;;;;;
40918;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
40919;;Что;что;CONJ;_;;;   Что ?  э ... ;о;т;Ч;;;;;что;SPRO;_;о
40920;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
40921;;э;э;INTJ;_;;; Что ?  э ...  вжух ! ;э;;;;;;;э;INTJ;_;э
40922;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
40923;;вжух;вжух;INTJ;_;;;?  э ...  вжух !   ;х;у;ж;в;;;;вжух;S;_;х
40924;;! ;! ;PUNCT;_;;;;;;;;;;;! ;PUNCT;_;
40925;;;;;;;;;;;;;;;;;;;
40926;# sent_id = 88;;;;_;;;;;;;;;;;;;;
40927;;Вжух;вжух;INTJ;_;;;!    Вжух и живодеры . ;х;у;ж;В;;;;вжух;S;_;х
40928;;и;и;CONJ;_;;;  Вжух и живодеры .  ;и;;;;;;;и;CONJ;_;и
40929;;живодеры;живодер;S;m,anim=nom,pl;;; Вжух и живодеры .   ;ы;р;е;д;о;в;;живодер;S;_;р
40930;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40931;;;;;;;;;;;;;;;;;;;
40932;# sent_id = 89;;;;_;;;;;;;;;;;;;;
40933;;Вжух;вжух;INTJ;_;;;.    Вжух и браконьеры . ;х;у;ж;В;;;;вжух;S;_;х
40934;;и;и;CONJ;_;;;  Вжух и браконьеры .  ;и;;;;;;;и;CONJ;_;и
40935;;браконьеры;браконьер;S;m,anim=nom,pl;;; Вжух и браконьеры .   ;ы;р;е;ь;н;о;;браконьер;S;_;р
40936;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40937;;;;;;;;;;;;;;;;;;;
40938;# sent_id = 90;;;;_;;;;;;;;;;;;;;
40939;;Вжух;вжух;INTJ;_;;;.    Вжух ,  и ушки;х;у;ж;В;;;;вжух;S;_;х
40940;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40941;;и;и;CONJ;_;;; Вжух ,  и ушки стали у;и;;;;;;;и;CONJ;_;и
40942;;ушки;ушко;S;n,inan=nom,pl;;;Вжух ,  и ушки стали у тебя;и;к;ш;у;;;;ушко;S;_;о
40943;;стали;стать;V;intr=praet,pl,indic,pf;;;,  и ушки стали у тебя такие;и;л;а;т;с;;;стать;V;_;ь
40944;;у;у;PR;_;;;и ушки стали у тебя такие , ;у;;;;;;;у;PR;_;у
40945;;тебя;ты;SPRO;sg,2p=gen;;;ушки стали у тебя такие ,  вислоухая;я;б;е;т;;;;ты;SPRO;_;ы
40946;;такие;такой;APRO;acc,pl,inan;;;стали у тебя такие ,  вислоухая стала;е;и;к;а;т;;;такой;APRO;_;й
40947;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40948;;вислоухая;вислоухий;A;nom,sg,plen,f;;;тебя такие ,  вислоухая стала кошечка , ;я;а;х;у;о;л;;вислоухий;A;_;й
40949;;стала;стать;V;intr=praet,sg,indic,f,pf;;;такие ,  вислоухая стала кошечка ,  ушки;а;л;а;т;с;;;стать;V;_;ь
40950;;кошечка;кошечка;S;f,anim=nom,sg;;;,  вислоухая стала кошечка ,  ушки -;а;к;ч;е;ш;о;;кошечка;S;_;а
40951;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40952;;ушки;ушко;S;n,inan=nom,pl;;;стала кошечка ,  ушки - то больные;и;к;ш;у;;;;ушко;S;_;о
40953;;-;-;PUNCT;_;;;;;;;;;;;-;PUNCT;_;
40954;;то;то;CONJ;_;;;,  ушки - то больные .  ;о;т;;;;;;то;CONJ;_;о
40955;;больные;больной;A;nom,pl,plen;;?;ушки - то больные .   ;е;ы;н;ь;л;о;;больной;A;_;й
40956;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40957;;;;;;;;;;;;;;;;;;;
40958;# sent_id = 91;;;;_;;;;;;;;;;;;;;
40959;;Больные;больной;A;nom,pl,plen;;;.    Больные ушки .  ;е;ы;н;ь;л;о;;больной;A;_;й
40960;;ушки;ушко;S;n,inan=nom,pl;;;  Больные ушки .   ;и;к;ш;у;;;;ушко;S;_;о
40961;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40962;;;;;;;;;;;;;;;;;;;
40963;# sent_id = 92;;;;_;;;;;;;;;;;;;;
40964;;Как;как;CONJ;_;;;.    Как соседка наша говорила;к;а;К;;;;;как;CONJ;_;к
40965;;соседка;соседка;S;f,anim=nom,sg;;;  Как соседка наша говорила . ;а;к;д;е;с;о;;соседка;S;_;а
40966;;наша;наш;APRO;nom,sg,f;;; Как соседка наша говорила .  ;а;ш;а;н;;;;наш;APRO;_;ш
40967;;говорила;говорить;V;ipf,tran=praet,sg,indic,f;;;Как соседка наша говорила .   ;а;л;и;р;о;в;;говорить;V;_;ь
40968;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40969;;;;;;;;;;;;;;;;;;;
40970;# sent_id = 93;;;;_;;;;;;;;;;;;;;
40971;;Клава;клава;S;persn,f,anim=nom,sg;;;.    Клава ,  да , ;а;в;а;л;К;;;клава;S;_;а
40972;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40973;;да;да;CONJ;_;;; Клава ,  да ,  она умерла;а;д;;;;;;да;CONJ;_;а
40974;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40975;;она;она;SPRO;sg,3p,f=nom;;;,  да ,  она умерла уже , ;а;н;о;;;;;она;SPRO;_;а
40976;;умерла;умереть;V;intr=praet,sg,indic,f,pf;;;да ,  она умерла уже ,  тут;а;л;р;е;м;у;;умереть;V;_;ь
40977;;уже;уже;ADV;_;;;,  она умерла уже ,  тут недавно;е;ж;у;;;;;уже;ADV;_;е
40978;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40979;;тут;тут;ADVPRO;_;;;умерла уже ,  тут недавно .  ;т;у;т;;;;;тут;ADVPRO;_;т
40980;;недавно;недавно;ADV;_;;;уже ,  тут недавно .   ;о;н;в;а;д;е;;недавно;ADV;_;о
40981;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40982;;;;;;;;;;;;;;;;;;;
40983;# sent_id = 94;;;;_;;;;;;;;;;;;;;
40984;;Говорит;говорить;V;ipf,tran=praes,sg,indic,3p;;;.    Говорит .   ;т;и;р;о;в;о;;говорить;V;_;ь
40985;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
40986;;;;;;;;;;;;;;;;;;;
40987;# sent_id = 95;;;;_;;;;;;;;;;;;;;
40988;;Увидела;увидеть;V;pf,tran=praet,sg,indic,f;;;.    Увидела ,  какая кошара;а;л;е;д;и;в;;увидеть;V;_;ь
40989;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40990;;какая;какой;APRO;nom,sg,f;;; Увидела ,  какая кошара наша , ;я;а;к;а;к;;;какой;APRO;_;й
40991;;кошара;кошара;S;f,inan=nom,sg;;;Увидела ,  какая кошара наша ,  аа;а;р;а;ш;о;к;;кошара;S;_;а
40992;;наша;наш;APRO;nom,sg,f;;;,  какая кошара наша ,  аа -;а;ш;а;н;;;;наш;APRO;_;ш
40993;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40994;;аа-а;аа-а;INTJ;_;;?;кошара наша ,  аа - а , ;а;-;а;а;;;;аа-а;INTJ;_;а
40995;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40996;;ой;ой;INTJ;_;;;- а ,  ой ,  у кошечки;й;о;;;;;;ой;INTJ;_;й
40997;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
40998;;у;у;PR;_;;;,  ой ,  у кошечки ушки -;у;;;;;;;у;PR;_;у
40999;;кошечки;кошечка;S;f,anim=gen,sg;;;ой ,  у кошечки ушки - то;и;к;ч;е;ш;о;;кошечка;S;_;а
41000;;ушки;ушко;S;n,inan=nom,pl;;;,  у кошечки ушки - то больные;и;к;ш;у;;;;ушко;S;_;о
41001;;-;-;PUNCT;_;;;;;;;;;;;-;PUNCT;_;
41002;;то;то;CONJ;_;;;кошечки ушки - то больные .  ;о;т;;;;;;то;CONJ;_;о
41003;;больные;больной;A;nom,pl,plen;;?;ушки - то больные .   ;е;ы;н;ь;л;о;;больной;A;_;й
41004;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41005;;;;;;;;;;;;;;;;;;;
41006;# sent_id = 96;;;;_;;;;;;;;;;;;;;
41007;;Наташа;наташа;S;persn,f,anim=nom,sg;;;.    Наташа с Валерой молодцы;а;ш;а;т;а;Н;;наташа;S;_;а
41008;;с;с;PR;_;;;  Наташа с Валерой молодцы , ;с;;;;;;;с;PR;_;с
41009;;Валерой;валера;S;persn,mf,anim=ins,sg;;; Наташа с Валерой молодцы ,  что;й;о;р;е;л;а;;валера;S;_;а
41010;;молодцы;молодец;S;m,anim=nom,pl;;;Наташа с Валерой молодцы ,  что взяли;ы;ц;д;о;л;о;;молодец;S;_;ц
41011;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41012;;что;что;CONJ;_;;;Валерой молодцы ,  что взяли ее к;о;т;ч;;;;;что;CONJ;_;о
41013;;взяли;взять;V;pf,tran=praet,pl,indic;;;молодцы ,  что взяли ее к себе;и;л;я;з;в;;;взять;V;_;ь
41014;;ее;она;SPRO;sg,3p,f=acc;;;,  что взяли ее к себе , ;е;е;;;;;;она;SPRO;_;а
41015;;к;к;PR;_;;;что взяли ее к себе ,  с;к;;;;;;;к;PR;_;к
41016;;себе;себя;SPRO;dat;;;взяли ее к себе ,  с больными;е;б;е;с;;;;себя;SPRO;_;я
41017;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41018;;с;с;PR;_;;;к себе ,  с больными ушками .;с;;;;;;;с;PR;_;с
41019;;больными;больной;A;ins,pl,plen;;;себе ,  с больными ушками . ;и;м;ы;н;ь;л;;больной;A;_;й
41020;;ушками;ушко;S;n,inan=ins,pl;;;,  с больными ушками .  ;и;м;а;к;ш;у;;ушко;S;_;о
41021;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41022;;;;;_;;;;;;;;;;;;;;
41023;</speech>;;;;_;;;;;;;;;;;;;;
41024;;;;;_;;;;;;;;;;;;;;
41025;"<speech role=""Валера"" gender=""муж"" profession=""фотограф"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""высшее"">";;;;_;;;;;;;;;;;;;;
41026;;Хе-хе;хе-хе;INTJ;_;;;   Хе-хе .  ;е;х;-;е;Х;;;хе-хе;INTJ;_;е
41027;;.;.;PUNCT;_;;;;;;;;;;;.;PUNCT;_;
41028;;;;;_;;;;;;;;;;;;;;
41029;https://www.youtube.com/watch?v=pZ7Gl1mpqKI&feature=youtu.be&t=19m06s;;;;_;;;;;;;;;;;;;;
41030;;;;;_;;;;;;;;;;;;;;
41031;</speech>;;;;_;;;;;;;;;;;;;;
41032;;;;;_;;;;;;;;;;;;;;
41033;"<speech role=""Наташа"" gender=""жен"" profession=""парикмахер"" age=""28"" birthyear=""1989"" birthplace=""Владимир"" region=""Владимирская область"" education=""среднее"">";;;;_;;;;;;;;;;;;;;
41034;;За;за;PR;_;;;   За эти больные ;а;З;;;;;;за;PR;_;а
41035;;эти;этот;APRO;acc,pl,inan;;;  За эти больные  ... ;и;т;э;;;;;этот;APRO;_;т
41036;;больные;больной;A;acc,pl,plen,inan;;; За эти больные  ...  ушки;е;ы;н;ь;л;о;;больной;A;_;й
41037;"<distinct form=""ны""></distinct>";;;;_;;;;;;;;;;;;;;
41038;;ны;ны;NONLEX;_;;;;ы;н;;;;;;ны;NONLEX;_;ы
41039;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41040;;ушки;ушко;S;n,inan=acc,pl;;;больные  ...  ушки заплачено еще денег;и;к;ш;у;;;;ушко;S;_;о
41041;;заплачено;заплатить;V;pf,tran=praet,sg,partcp,brev,n,pass;;; ...  ушки заплачено еще денег , ;о;н;е;ч;а;л;;заплатить;V;_;ь
41042;;еще;еще;ADV;_;;;...  ушки заплачено еще денег ,  между;е;щ;е;;;;;еще;ADV;_;е
41043;;денег;деньги;S;pl,inan=gen;;;ушки заплачено еще денег ,  между прочим;г;е;н;е;д;;;деньги;S;_;и
41044;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41045;;между;между;PR;_;;;еще денег ,  между прочим ,  да;у;д;ж;е;м;;;между;PR;_;у
41046;;прочим;прочее;SPRO;n=ins,sg;;;денег ,  между прочим ,  да , ;м;и;ч;о;р;п;;прочее;SPRO;_;е
41047;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41048;;да;да;CONJ;_;;;между прочим ,  да ,  Ники ? ;а;д;;;;;;да;CONJ;_;а
41049;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41050;;Ники;ника;S;persn,f,anim=nom,sg;;;,  да ,  Ники ?   ;и;к;и;Н;;;;ники;S;_;а
41051;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41052;;;;;;;;;;;;;;;;;;;
41053;# sent_id = 97;;;;_;;;;;;;;;;;;;;
41054;;Вжух;вжух;INTJ;_;;;?    Вжух ,  и у;х;у;ж;В;;;;вжух;S;_;х
41055;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41056;;и;и;CONJ;_;;; Вжух ,  и у тебя больные;и;;;;;;;и;CONJ;_;и
41057;;у;у;PR;_;;;Вжух ,  и у тебя больные ушки;у;;;;;;;у;PR;_;у
41058;;тебя;ты;SPRO;sg,2p=gen;;;,  и у тебя больные ушки . ;я;б;е;т;;;;ты;SPRO;_;ы
41059;;больные;больной;A;nom,pl,plen;;;и у тебя больные ушки .  ;е;ы;н;ь;л;о;;больной;A;_;й
41060;;ушки;ушко;S;n,inan=nom,pl;;;у тебя больные ушки .   ;и;к;ш;у;;;;ушко;S;_;о
41061;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41062;;;;;;;;;;;;;;;;;;;
41063;# sent_id = 98;;;;_;;;;;;;;;;;;;;
41064;;Вжух;вжух;INTJ;_;;;.    Вжух ,  и это;х;у;ж;В;;;;вжух;S;_;х
41065;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41066;;и;и;CONJ;_;;; Вжух ,  и это считается породой;и;;;;;;;и;CONJ;_;и
41067;;это;это;SPRO;_;;;Вжух ,  и это считается породой . ;о;т;э;;;;;это;SPRO;_;о
41068;;считается;считаться;V;ipf,intr=praes,sg,indic,3p;;;,  и это считается породой .  ;я;с;т;е;а;т;;считаться;V;_;я
41069;;породой;порода;S;f,inan=ins,sg;;;и это считается породой .   ;й;о;д;о;р;о;;порода;S;_;а
41070;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41071;;;;;;;;;;;;;;;;;;;
41072;# sent_id = 99;;;;_;;;;;;;;;;;;;;
41073;;Да;да;PART;_;;;.    Да ?   ;а;Д;;;;;;да;PART;_;а
41074;;? ;? ;PUNCT;_;;;;;;;;;;;? ;PUNCT;_;
41075;;;;;;;;;;;;;;;;;;;
41076;# sent_id = 100;;;;_;;;;;;;;;;;;;;
41077;;А;а;CONJ;_;;;?    А ведь я читала;А;;;;;;;а;CONJ;_;а
41078;;ведь;ведь;PART;_;;;  А ведь я читала историю;ь;д;е;в;;;;ведь;PART;_;ь
41079;;я;я;SPRO;sg,1p=nom;;; А ведь я читала историю создания;я;;;;;;;я;SPRO;_;я
41080;;читала;читать;V;ipf,tran=praet,sg,indic,f;;;А ведь я читала историю создания вислоухих;а;л;а;т;и;ч;;читать;V;_;ь
41081;;историю;история;S;f,inan=acc,sg;;;ведь я читала историю создания вислоухих , ;ю;и;р;о;т;с;;история;S;_;я
41082;;создания;создание;S;n,inan=gen,sg;;;я читала историю создания вислоухих ,  там;я;и;н;а;д;з;;создание;S;_;е
41083;;вислоухих;вислоухий;A;gen,pl,plen;;;читала историю создания вислоухих ,  там чё;х;и;х;у;о;л;;вислоухий;A;_;й
41084;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41085;;там;там;PART;_;;;создания вислоухих ,  там чё - то;м;а;т;;;;;там;PART;_;м
41086;;чё-то;чё-то;SPRO;#Н/Д;;;вислоухих ,  там чё - то было;о;т;-;ё;ч;;;чё-то;SPRO;_;о
41087;;было;быть;V;intr=praet,sg,indic,n,ipf;;;чё - то было ,  что ... ;о;л;ы;б;;;;быть;V;_;ь
41088;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41089;;что;что;CONJ;_;;;то было ,  что ...  они пошли;о;т;ч;;;;;что;CONJ;_;о
41090;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41091;;они;они;SPRO;pl=nom;;;,  что ...  они пошли с кота;и;н;о;;;;;они;SPRO;_;и
41092;;пошли;пойти;V;pf,intr=praet,pl,indic;;;что ...  они пошли с кота ... ;и;л;ш;о;п;;;пойти;V;_;и
41093;;с;с;PR;_;;;...  они пошли с кота ...  действительно;с;;;;;;;с;PR;_;с
41094;;кота;кот;S;m,anim=gen,sg;;;они пошли с кота ...  действительно , ;а;т;о;к;;;;кот;S;_;т
41095;;... ;... ;PUNCT;_;;;;;;;;;;;... ;PUNCT;_;
41096;;действительно;действительно;PRAEDIC;_;;;с кота ...  действительно ,  у которого;о;н;ь;л;е;т;;действительно;PRAEDIC;_;о
41097;;, ;, ;PUNCT;_;;;;;;;;;;;, ;PUNCT;_;
41098;;у;у;PR;_;;;...  действительно ,  у которого просто были;у;;;;;;;у;PR;_;у
41099;;которого;который;APRO;gen,sg,n;;;действительно ,  у которого просто были проблемы;о;г;о;р;о;т;;который;APRO;_;й
41100;;просто;просто;PART;_;;;,  у которого просто были проблемы вот;о;т;с;о;р;п;;просто;PART;_;о
41101;;были;быть;V;intr=praet,pl,indic,ipf;;;у которого просто были проблемы вот чё-то;и;л;ы;б;;;;быть;V;_;ь
41102;;проблемы;проблема;S;f,inan=nom,pl;;;которого просто были проблемы вот чё-то с;ы;м;е;л;б;о;;проблема;S;_;а
41103;;вот;вот;PART;_;;;просто были проблемы вот чё-то с ушами;т;о;в;;;;;вот;PART;_;т
41104;;чё-то;чё-то;SPRO;#Н/Д;;;были проблемы вот чё-то с ушами . ;о;т;-;ё;ч;;;чё-то;SPRO;_;о
41105;;с;с;PR;_;;;проблемы вот чё-то с ушами .  ;с;;;;;;;с;PR;_;с
41106;;ушами;ухо;S;n,inan=ins,pl;;;вот чё-то с ушами .   ;и;м;а;ш;у;;;ухо;S;_;о
41107;;. ;. ;PUNCT;_;;;;;;;;;;;. ;PUNCT;_;
41108;;;;;;;;;;;;;;;;;;;
41109;# sent_id = 101;;;;_;;;;;;;;;;;;;;
41110;;У;у;PR;_;;;.    У него какая-то фигня;У;;;;;;;у;PR;_;у
41111;;него;он;SPRO;sg,3p,m=gen;;;  У него какая-то фигня была;о;г;е;н;;;;он;SPRO;_;н
41112;;какая-то;какой-то;APRO;nom,sg,f;;; У него какая-то фигня была .;о;т;-;я;а;к;;какой-то;APRO;_;о
41113;;фигня;фигня;S;inform,f,inan=nom,sg;;;У него какая-то фигня была . ;я;н;г;и;ф;;;фигня;S;_;я
41114;;была;быть;V;intr=praet,sg,indic,f,ipf;;;него какая-то фигня была .  ;а;л;ы;б;;;;быть;V;_;ь
